defense,attack,agility,stamina,class
2.2677490897,4.4875041642,4.3149761008,3.2362889047,demon hunter
1.543956866,5.5925014233,3.8146303049,2.5990866441,demon hunter
5.8348445888,4.4022034449,5.4562188932,5.6452406049,defender
4.0539124995,2.4688978135,4.7574665877,5.0635288088,defender
3.628816897,5.3343044096,3.5525428657,5.0029005287,wizard
5.3357405509,3.3268112284,4.6861635,5.6232480695,defender
5.9142990191,2.5952969179,5.0782908257,1.7529373188,defender
1.7593772351,1.9454680979,4.510052897,5.1006487771,wizard
5.8953347444,5.2367866589,1.1279703807,1.0879111397,defender
4.3525668015,1.2318816166,2.337097385,5.1959045362,defender
1.6980384444,5.1989881475,3.6864923118,1.371971475,demon hunter
3.6082603796,2.9657875341,3.0768969925,3.0992459776,defender
2.5582889575,2.0014684126,5.046660515,2.3981257216,defender
3.6005550567,4.1522172457,2.5544206905,5.3729192624,wizard
1.8418170759,3.4353996478,2.7697040574,5.6083331923,wizard
4.611233721,4.4706339729,1.6228832621,5.8311915412,defender
1.7974452013,5.3222469231,1.9175438411,3.9469742719,wizard
4.8924423698,1.7117442228,2.9221295952,4.6742255022,defender
5.8123929999,2.6769210761,1.6788179278,5.8014183342,defender
1.913707735,3.4024952692,3.6343768858,5.7077277442,wizard
4.9067158941,5.2662745365,5.6382460138,4.3324153302,demon hunter
1.2982028644,2.5932082059,3.5946766208,3.2465063934,demon hunter
1.3987236414,2.8564918218,2.2294110842,1.1952316775,demon hunter
3.6306313253,2.9531443319,3.0311952475,3.2356139612,defender
2.5614775242,3.0712281601,1.5418621353,5.4003353827,wizard
4.7225823081,1.1727112452,1.9782259469,2.0172251728,defender
4.1196855195,2.3393073366,3.8232854581,4.271286136,defender
3.0510515594,5.6401261492,2.3170472276,3.0121278893,wizard
5.4146231585,2.8634445616,2.129911819,4.000431559,defender
2.5711723058,3.2307549627,2.4970295015,3.0490000444,wizard
1.3814153746,1.4778882,3.0710964082,2.1352755153,demon hunter
4.3817819087,1.6796182389,5.6073099156,5.0409228927,defender
3.5361100608,5.665773029,5.8610047065,4.7805055501,demon hunter
1.7336498844,4.765521145,1.8367493073,3.4916360341,wizard
2.8919714168,3.2951274086,3.4678386562,2.3786114426,demon hunter
3.7179187792,1.6145537249,1.8657814795,1.0147620146,defender
1.2546798764,1.5875241756,3.599652065,5.768970341,wizard
2.6324149026,2.571727104,3.0667738188,1.5047223112,defender
4.8024820667,3.0142752258,2.009620314,1.5841600662,defender
5.0632752702,4.2035872084,5.0679341555,1.5857840227,defender
4.6814754107,1.2995115682,5.3212287291,4.5236372845,defender
2.4347870834,5.4446906471,1.124308886,1.7525718189,wizard
1.4183448479,5.8165689944,4.5970745445,3.6604189491,demon hunter
2.4259400941,1.2793495543,1.7845310261,1.5240038736,defender
3.7709855884,5.3307244289,2.6258518398,3.2626894014,wizard
4.641300844,5.6629570075,1.2775107324,5.0936904959,wizard
5.6812146716,2.3592196256,4.0513422401,1.8476263867,defender
2.1281899665,1.5321906088,3.8792887367,1.7819933887,defender
3.1039177128,3.2808667365,5.2951419624,3.7606048691,demon hunter
1.9641920775,1.9063997818,4.966422677,4.9560482535,defender
2.20591135,4.3584172348,3.8031078819,5.6456674882,wizard
1.3982393071,3.6406984357,3.4572674301,3.9274167679,wizard
1.587835717,1.816584155,2.0959337116,2.0543419747,demon hunter
1.3850664059,3.0137758134,5.2764652148,4.8669193001,demon hunter
4.5298763076,3.0109182457,4.986029923,1.5876714969,defender
2.1046087416,3.9177660611,5.2769856867,4.8073870423,demon hunter
5.3395776511,1.7858234132,3.2930601868,1.1126866462,defender
4.0666901497,1.4051756533,1.1771460986,4.8056108565,defender
4.1657805224,2.4434953663,1.9693341586,2.046228956,defender
3.3498951481,3.3618321144,1.7202493493,5.1299725999,wizard
4.7756400905,4.555806498,1.0745002157,2.9097332261,defender
2.1965049338,4.5233572312,2.4507739991,5.1738793976,wizard
5.9904635549,4.6537723639,1.407452099,4.0258509237,defender
5.7081143409,3.0386097184,5.6389408316,1.9948582994,defender
5.0523855318,2.0863972665,4.5173862474,4.563211842,defender
5.9533165665,1.0931807468,5.5761637064,2.4470351813,defender
3.1040989924,4.3288507466,2.2466168078,4.4831928764,wizard
3.2905799188,4.208707734,4.9945311472,1.5236024945,demon hunter
1.9287781478,2.6301575699,4.0736529361,3.0612212969,demon hunter
5.4230534113,5.0945586702,4.1676798058,1.3924419242,defender
4.2245312724,1.4235480842,2.5125506674,1.8566475101,defender
4.9793545846,1.1433027606,1.8690828551,1.5156178726,defender
4.6666599917,3.0001713629,3.5543031259,5.7383020702,defender
2.1740507605,1.1758595183,2.2027751445,5.5277049555,defender
4.8296318846,1.1174339931,1.0630953605,3.3552848632,defender
3.1560437116,2.1645143153,3.7306511486,4.118796288,defender
3.2509115818,4.5377462255,4.6309269723,2.2084292434,demon hunter
5.53727999,3.2042281507,2.0767595167,4.8253165269,defender
1.6874210271,1.7350259647,4.9437336987,1.7838968001,demon hunter
2.3074992946,3.9780009459,5.6081585158,3.9382648459,demon hunter
5.9994861428,3.2362774448,1.5874062004,1.4915353237,defender
2.3308361149,3.6818114542,4.1053595385,5.4225395564,wizard
5.565842317,5.5553673874,4.9242710103,4.581305407,defender
2.5555387503,3.084714123,3.2605736437,4.232502311,wizard
4.3499363041,3.729589513,3.9296489316,5.6044679638,defender
4.8941038284,2.0902055283,1.8162782178,3.5389947416,defender
5.6279517538,1.5059800157,3.4199916888,2.9006182626,defender
2.7144092591,2.1450154125,2.1266567232,5.5894746017,defender
4.3492435631,4.258878726,2.094665376,2.9557039277,defender
4.9939046907,2.2516892492,1.8329737093,2.5821355721,defender
3.0355860493,5.0366645902,3.0146655361,3.9376383894,wizard
1.8759032353,4.3430853463,1.579362791,2.6228240519,wizard
5.3046355061,1.8753893781,3.951350708,3.7292076056,defender
1.2979289345,2.910198906,2.4655662957,3.4099950469,wizard
5.49470917,5.8637712537,4.0962735647,4.0211050459,demon hunter
1.750694559,2.7552828137,3.845488342,2.4462098689,demon hunter
2.9521898846,5.6447983896,1.7898138021,3.4734400958,wizard
1.7323188218,4.6665991438,5.9182883929,5.1390573652,demon hunter
4.1757219555,5.7262235126,3.663861902,2.9538744446,demon hunter
1.2969597909,1.1903874916,4.8692192128,1.6871572719,defender
2.8132115435,4.5397651372,5.4151545176,1.8763225819,demon hunter
3.7865214879,2.1178470519,2.9734018296,1.3247932903,defender
4.5278420988,5.7130834521,5.5768547058,5.2520877835,demon hunter
3.2731928318,4.0225512688,5.7778340848,3.6731282705,demon hunter
5.1193381394,4.0238873907,2.1525097163,4.2029461931,defender
3.6686857804,3.6233224268,4.0557009275,4.7214746536,defender
1.0967625249,2.071528024,5.7381271678,4.4584995825,demon hunter
3.5975569477,1.8290813467,5.60934581,3.815523725,defender
1.5553048616,5.6564155631,2.6102900077,1.7732789032,demon hunter
1.9636663948,4.2191667636,2.7589319032,2.9072497985,wizard
3.7835723804,3.7768779406,2.0843400448,4.5876619793,defender
4.8947249926,2.1740864208,3.1694829129,5.6119324048,defender
1.8871698729,1.5700938683,5.7299907869,2.2796082534,defender
5.8221816542,3.4225670914,5.0030672029,2.6976556135,defender
1.4451183602,1.464024581,4.1371528516,3.0953744859,demon hunter
1.1192618767,1.222952445,3.8462748742,3.2564909933,demon hunter
4.3280190174,3.7879476594,3.5401846156,2.1950634047,defender
2.2464472419,3.9430373991,4.7721187458,4.0661461875,demon hunter
3.7225617506,4.8440041919,5.6172830951,5.3274236075,demon hunter
3.5465903734,5.3328517582,2.2401015568,1.5809494923,demon hunter
4.3578274329,5.3055222766,1.4796086974,5.0236739372,wizard
5.5937678055,3.2525524255,3.9938992066,3.4381136079,defender
5.6751195169,2.3667785702,1.6801969511,3.2349728085,defender
2.8308031512,5.4159494597,2.5113239456,1.1202378771,demon hunter
1.3431903245,5.9679560051,3.2244469984,2.6305858246,demon hunter
5.418533484,4.1894651987,4.9000030002,3.1114990558,defender
2.1325025978,1.5524660158,1.4874701938,1.9956467804,defender
4.6186122033,1.6649807259,2.8962338963,5.0052706283,defender
5.5089849178,5.9046213436,5.2320449534,2.3411739538,demon hunter
1.6740257121,5.1262680152,5.7072175075,2.7786353268,demon hunter
2.0841576033,2.9141272688,1.937801206,4.0650449404,wizard
1.3175973659,2.5637663007,3.9305448709,1.5315690138,demon hunter
5.9475184735,5.9927168828,1.11295476,5.7613480245,wizard
5.7293040296,2.4588424214,5.1101253405,5.3911347981,defender
4.089428246,1.4561450845,2.9676648267,3.5896109594,defender
4.6456102831,2.953751028,2.684090069,1.2757462137,defender
3.5062170438,3.50796173,4.1729424559,5.7781128809,wizard
5.6827342268,2.1248292495,2.4555740776,1.4653524444,defender
3.4660032033,3.681927376,2.8081953912,4.9147791802,wizard
1.693414507,4.1400289177,1.0541561865,2.5154128987,wizard
5.5804578392,2.7775721103,2.2295443635,3.7309076348,defender
4.341338411,1.9919573949,3.5689649349,3.891719183,defender
2.5235264087,5.8980552051,5.890772088,2.2718832819,demon hunter
2.0332313064,2.4710448822,3.9298873036,1.0037268479,demon hunter
1.4598719347,1.762535336,3.716286364,2.0193155496,demon hunter
4.5272772796,5.1054822179,4.8835951011,1.2225034102,demon hunter
2.3473326596,2.7002197378,5.3821471138,4.5663293279,demon hunter
3.4811085081,4.8133358629,2.9533647806,2.190342505,demon hunter
3.7057554037,4.174523015,5.9520951253,3.0075209695,demon hunter
3.9994783644,3.2862132429,4.52759236,2.1423288076,defender
3.184268448,4.2934335363,5.5653168182,5.5230047731,demon hunter
1.9940496553,3.075040536,3.0787673839,1.5985481269,demon hunter
2.3610834628,4.9239369612,5.9432525109,3.5386393187,demon hunter
2.6441215388,5.0773698292,5.2998732394,4.4705297928,demon hunter
1.1707495307,1.5277166399,5.0940459678,1.647205899,demon hunter
5.4605417619,5.5528966445,1.7432391495,2.5751544759,wizard
5.7496774909,2.4139065449,3.1353267739,4.8493672339,defender
4.4214275144,4.4489945532,1.7352077961,5.7017726162,wizard
3.9952061526,2.4209058788,4.9783161692,5.3539591855,defender
1.9439106518,3.9194762441,5.9945167801,3.5605229707,demon hunter
4.1590710976,2.9379603071,3.0956437802,5.7847348405,defender
1.8618972683,3.0732841641,5.6119234851,5.5201545628,demon hunter
4.597524392,1.8051497815,4.5178004322,2.5445378353,defender
5.2756795743,2.2560450239,5.2988295085,4.9886285784,defender
2.7837616638,3.8973976313,4.5446035303,5.446429105,wizard
4.9993257495,1.8778076316,5.8979289923,5.4851335464,defender
3.4529621075,4.0051452923,5.4190518372,5.7425648989,wizard
4.1915594521,3.2026395984,5.2410736019,3.1712321998,defender
2.9044122146,3.8404793516,5.2613852303,4.9267672482,demon hunter
2.8462434923,5.8996183672,3.4601413379,1.2052958822,demon hunter
3.1432561916,2.8407602725,4.3080813871,4.8659631158,defender
4.9140444365,1.6192124379,4.7812623754,1.9537981497,defender
1.1393670007,4.00515346,4.8103032415,4.5259679216,demon hunter
5.7820129455,4.7368913926,2.2753335573,3.1036124905,defender
2.6342890239,4.0859828158,3.5324119208,2.5657746093,demon hunter
3.443582241,1.1788925542,2.6621748172,2.169095363,defender
4.1840378465,2.5317376703,5.5425341185,3.5957510108,defender
2.2743025692,5.8965443484,3.0991839468,3.603089686,wizard
1.4435690376,5.4658620213,4.3926292695,5.0035961615,wizard
4.9032145287,5.7049542703,5.9102501525,1.2388727618,demon hunter
3.0796330343,2.363355869,3.1640126361,5.7561661527,defender
2.9825683068,3.0535063441,1.0586598064,1.9936774732,wizard
5.5196453948,3.1219353075,1.8635424357,1.825336019,defender
1.8588267001,4.8689630479,2.954945866,5.3016583426,wizard
1.8674329519,3.4931157241,3.6720082783,5.4873577869,wizard
2.0190954595,4.3110151952,4.2075595437,1.8560461248,demon hunter
4.4591358108,3.2933980287,4.4794856189,3.292955271,defender
2.7592600523,1.3067434928,1.4708281462,4.353391157,defender
5.3103396543,4.9027048508,1.1863040356,1.2524450212,defender
4.607659121,1.1518893219,3.2733032075,3.6501932275,defender
1.390762086,4.2135541853,5.5769100543,4.5179092735,demon hunter
1.5714156199,3.4703951203,4.4640725935,2.5594783612,demon hunter
4.6814136687,1.6300754263,5.608293632,2.8070839695,defender
5.4990384742,3.9837179906,3.2186324117,5.6782251261,defender
3.2853763332,5.5402403688,3.0333560929,2.4539843402,demon hunter
1.9413421294,4.1528092851,2.4638244803,5.7053643712,wizard
1.561410496,2.9604375889,5.2538356176,5.6713840263,wizard
5.9781275191,5.0205463092,5.8937618057,3.4389216281,defender
3.92325116,2.0130956699,1.9335761936,1.9265484149,defender
2.1649849941,5.2884671735,3.5020213588,2.530910281,demon hunter
1.0488195545,2.5557470801,5.0261422005,3.0789314131,demon hunter
4.6384097743,1.6202351744,1.2422007197,1.9220494214,defender
2.2503106007,3.4902147963,1.4739327868,3.319823443,wizard
2.8600638118,1.7493490772,5.4488940551,5.514094668,defender
3.2033334174,3.75930912,1.9121184051,4.8934199046,wizard
4.5987842758,4.1446755468,4.6613233807,4.7233194662,defender
1.1051131357,3.3759428877,3.047326914,5.1601947742,wizard
4.1807410833,5.3589487555,1.3720444255,3.0254544332,wizard
2.3139216066,2.1039922433,2.4294128329,3.482745368,defender
3.6349025243,2.5370294196,1.3864774969,2.4883071044,defender
4.0927764997,4.8159429678,1.8948743809,3.6837220788,wizard
4.3039572556,3.1189187025,3.6457167603,3.4093704415,defender
5.6091334987,5.5332841575,4.322350115,1.7083766675,defender
2.8531076005,5.5542678563,1.3036169335,1.0830662856,demon hunter
3.8423754056,4.7131714146,3.6065913192,3.5069503533,demon hunter
1.6516259001,4.7544938107,2.1304366984,2.2053755973,wizard
1.3655703715,1.756739038,1.1156877936,4.1777636125,wizard
1.2032180456,4.5463114548,5.6503036981,1.487732219,demon hunter
3.0247616409,2.5171396546,1.0699314917,1.3569286666,defender
1.3330826224,3.2852062224,5.9689283012,1.1175381406,demon hunter
3.2364568431,2.2279570033,3.537533741,2.1853173096,defender
1.7612411608,4.2728855568,3.8271534154,2.8455903418,demon hunter
2.9286566274,3.6143487636,2.3275201782,4.1307703489,wizard
1.6377207022,5.771032033,4.5255258461,4.9341114974,wizard
1.1394870947,2.2893466046,3.0460856427,5.6559625445,wizard
3.8337261593,1.5050574662,5.2718939483,5.5487787249,defender
5.0513689211,3.1617734362,4.9044971019,1.6722093676,defender
3.6495056553,4.0369442049,5.5540838595,4.7016726192,demon hunter
1.9868788416,5.6742672962,5.7918054392,5.8871664819,wizard
2.1151234875,1.9558071452,5.781616875,4.9199120481,defender
5.228692702,3.0282622823,3.4638891895,5.3558486109,defender
4.8738526264,2.8763646483,5.533780762,5.5684391842,defender
5.4907134119,3.0558461174,4.0626599072,3.4843913643,defender
1.1866164687,1.8025092538,1.5735412892,1.8182335901,wizard
5.7523450898,1.8243371709,5.1165715107,1.2251995238,defender
3.1136837755,5.0990671352,4.7550296797,5.8918321845,wizard
1.3968896531,5.1597694182,2.3215428544,2.588755839,wizard
5.6257000463,5.4482585741,2.0327866091,3.8032790916,defender
4.1499311957,4.971048512,4.6453158082,5.1797839059,wizard
5.0669503901,5.1368100373,1.0926171825,4.4371212474,wizard
1.465383532,1.1820738777,5.9884732277,4.5223456379,defender
3.058438526,5.3213098869,2.3771560043,5.3392361584,wizard
1.1417454123,2.5491519403,3.3673855304,2.563772473,demon hunter
3.3881096463,1.7152867015,4.8214219874,2.6631580307,defender
5.8143538367,3.1197306202,1.0588942692,1.1629713923,defender
3.011562807,5.5017934218,4.6615628423,4.5693835188,demon hunter
1.1581393578,3.4084524601,2.8567110342,5.9831056967,wizard
4.9541542088,5.7838394041,4.9636233123,1.0066422299,demon hunter
5.1434522695,3.5994700193,3.0228929445,2.8340430106,defender
2.0365912667,4.0305737024,4.2126475801,5.236069452,wizard
4.5573793389,2.5019747987,3.1045499947,1.7140828809,defender
1.8412109572,1.2710861061,1.8231479046,3.9690945544,defender
2.8202380463,5.9345353455,2.4983078185,1.9829563717,demon hunter
2.6982430732,5.1876235791,2.3073541992,4.8864174648,wizard
4.388210889,2.5125969122,2.1153858178,4.3043947141,defender
1.081980431,4.3189170063,1.7273694663,3.0497737313,wizard
3.032879428,1.2401197888,2.1857857252,1.2440955234,defender
1.0239591952,3.5840805029,3.5907227327,1.9870336391,demon hunter
4.5865036584,4.9875825075,3.01815621,2.7341750022,demon hunter
1.9702444565,5.6230949252,2.1250697263,1.23080379,demon hunter
1.5018898961,5.5276237954,5.462159141,2.9662806834,demon hunter
3.9492370551,3.3221279448,3.4895590288,2.4686148544,defender
2.5097515238,1.9604669618,5.5603054971,1.382151464,defender
5.8468844267,5.6474801307,2.4003154193,1.2328381501,defender
2.1600770429,3.8171057231,2.1360227317,4.2350953156,wizard
1.2848690469,2.2420574739,2.4821772627,2.863392198,wizard
5.4474727008,3.3177484772,1.0154149462,2.7916798219,defender
4.3047821163,2.5061364579,5.5742317336,1.6138687115,defender
1.4937189654,3.0381954359,4.7723704381,2.8912857748,demon hunter
2.5143807,3.5118751754,3.7426789654,5.7426148946,wizard
5.2702386924,3.6394504262,2.7751487414,3.8996885149,defender
5.605731112,4.2445688639,1.4614984198,3.2825285001,defender
1.5666968087,4.7323978334,5.6928647952,3.5549681671,demon hunter
3.2024482978,3.0764483325,3.1625396167,4.5483952449,defender
5.8935540556,5.5397492242,4.6867075809,5.7632737015,defender
3.7748445398,4.3625253406,5.6045828145,2.0295767873,demon hunter
3.8929689876,4.059713589,1.3774620662,2.0867600795,wizard
3.5928965374,3.3404416884,3.4812468071,4.2166911685,defender
5.3786371243,4.6822441826,5.1287097055,1.5170272733,defender
1.5735299573,4.0866155052,1.5984906806,4.1510075647,wizard
3.8936224594,3.0879106573,1.4773723055,5.8147987458,defender
5.7273610858,4.3411696483,2.3415494049,1.3597349138,defender
2.5857385122,3.1638611518,1.8962589875,5.3330921978,wizard
2.8880603649,3.1524353209,5.2288836534,1.5891237827,demon hunter
1.1288730069,5.090508665,3.4530340056,5.122437709,wizard
1.1520144986,3.9037175491,1.9634311381,3.0576168224,wizard
4.1443769019,4.0449834862,1.672532653,5.6332634822,defender
1.3854251746,2.3408932043,1.0231373869,1.7372734393,wizard
4.8238889445,5.7640623013,3.915069866,1.5966673442,demon hunter
3.6845780015,5.4223796274,3.7635492757,1.8086923254,demon hunter
3.9725534795,3.4119390873,1.3913644026,5.3413935835,defender
2.7450312851,5.3492877879,2.5017231088,4.868812467,wizard
5.4579362497,4.6330916523,1.5984537653,1.3128701705,defender
3.7236003173,1.7306067622,2.1398511473,1.2092791931,defender
5.8530444712,5.5868092589,1.8645445597,1.4013029346,defender
3.490526808,1.1766343229,3.7819072735,5.7970317933,defender
3.2342511453,1.0050589698,3.8925924352,5.9317005626,defender
4.050042456,4.453957946,5.7948511504,1.3786280472,demon hunter
2.1159014888,4.435467633,4.1995299342,5.8179885373,wizard
1.4146558815,5.9397904333,5.3621700606,2.1145998002,demon hunter
2.9232921256,4.099233883,1.5111729726,3.1257193363,wizard
2.4750071242,5.8958456051,4.764658072,3.2562042577,demon hunter
1.88929591,3.9767302331,4.7073369953,4.222594324,demon hunter
3.8094035829,4.6128962273,4.7895305525,4.5603814689,demon hunter
4.5654404387,1.2999303909,5.8823626083,2.9603499933,defender
4.7538883369,2.0237816977,2.55813911,1.101763506,defender
2.4024097472,2.615482897,1.05095053,4.5487394873,wizard
4.3667280246,3.5183112361,1.5073797586,5.2628511018,defender
3.4581016693,4.2504804642,5.3650802644,4.781383906,demon hunter
2.880617789,2.8202717323,4.0868968251,2.4041790809,defender
4.9459910686,2.28837239,3.6007340848,4.9411637816,defender
2.1842179974,3.3917907616,5.6479950217,1.4209981952,demon hunter
4.3977284282,5.9488760694,4.1714703934,1.5372909317,demon hunter
5.1501871613,3.1050654259,5.6108254255,1.5516743893,defender
1.6654468947,1.9808739764,2.2808043673,3.9397177137,wizard
4.9634994115,5.2308873334,1.8463702304,1.0346927042,demon hunter
4.5834321915,1.3659091587,5.2614517873,3.2719676141,defender
3.8842203948,1.8973207604,3.3521466088,4.7274067686,defender
5.1478012246,2.9501602161,4.0357804638,3.2606811346,defender
1.7315441221,1.3423220664,1.6860890402,1.8245221316,defender
3.1625937987,4.512881489,5.8012538813,3.6121619134,demon hunter
1.003952675,2.1085848673,2.5295830625,1.9854718787,demon hunter
1.9343479481,5.6519476967,1.1892386307,5.9273114931,wizard
3.0323769189,5.1058183438,1.0866923202,5.339425792,wizard
3.2791435057,3.6978238137,2.928711147,2.3674966898,demon hunter
2.402189394,2.2426429172,2.740671047,1.45966384,defender
2.6085520783,3.7750813798,4.6724021402,5.9856215878,wizard
2.9357818039,5.492772473,5.8350945394,3.8202033672,demon hunter
2.3330848562,3.6673259283,1.2794878418,2.9976883382,wizard
4.1062732078,2.1343387375,4.6688609282,1.965190283,defender
3.1198106161,1.2834405168,5.9215057679,2.7984575639,defender
5.9353882158,5.6358562703,3.7887416654,3.6216814714,defender
5.5631677634,4.0541585665,2.2742609531,1.7336169784,defender
3.1599769103,1.1246268465,1.2194008976,4.547029763,defender
5.4640526385,2.5955446824,3.7047119918,3.9851333192,defender
5.293368496,3.2466692305,1.8967993222,4.3378829807,defender
4.6141659203,2.7431961442,1.8542669564,2.3777281926,defender
3.9858390614,2.2220796454,3.1962977084,4.9514286513,defender
4.9971610252,1.0163553166,3.1497932891,1.8755008597,defender
1.0019769045,5.5943911397,5.087163615,3.6695631654,demon hunter
1.4897665326,2.9377587084,5.6050846367,4.9222581545,demon hunter
1.919946495,2.822851391,3.9571901285,5.8845724785,wizard
1.1680129976,5.0262197028,4.6620759731,1.077000747,demon hunter
4.1311593135,1.1034012134,5.9085345259,2.9586822717,defender
1.2280280599,4.2252437389,5.8207884212,1.2911362238,demon hunter
3.5378054543,5.6920806984,2.4352768427,5.1141569195,wizard
1.3362365649,2.151971377,2.1683266936,5.4211159041,wizard
5.0155070461,5.3333975901,3.0029607555,2.170303598,demon hunter
4.1080623064,4.1026706612,3.6611421886,2.8004722195,defender
3.0249288157,3.4927272904,5.3155786814,3.7131469455,demon hunter
3.5977194239,3.9448753106,2.9710950134,3.2727688099,wizard
3.3497695569,3.7657324215,3.869133635,1.6331709889,demon hunter
4.8584147277,1.4809288704,5.4659549813,1.7638128498,defender
1.7720650942,4.0971616949,3.7892423933,4.6792031489,wizard
